age,workclass,occupation,race,sex,education,native-country,marital-status
80,Local-gov,Adm-clerical,Other,Male,Masters,United-States,Married-spouse-absent
40,Self-emp-not-inc,Craft-repair,Black,Female,Some-college,United-States,Married-AF-spouse
31,Self-emp-not-inc,Sales,White,Male,Prof-school,United-States,Married-spouse-absent
50,Self-emp-not-inc,Armed-Forces,Amer-Indian-Eskimo,Female,12th,Ecuador,Widowed
19,Self-emp-not-inc,Armed-Forces,Black,Male,Preschool,United-States,Separated
45,Local-gov,Prof-specialty,Black,Female,Preschool,United-States,Married-spouse-absent
29,Without-pay,Adm-clerical,Other,Female,10th,United-States,Widowed
25,Self-emp-inc,Armed-Forces,White,Male,Doctorate,United-States,Divorced
86,Self-emp-not-inc,Armed-Forces,White,Female,7th-8th,United-States,Married-AF-spouse
38,Without-pay,Farming-fishing,Asian-Pac-Islander,Male,10th,United-States,Married-civ-spouse
59,Self-emp-inc,Other-service,Asian-Pac-Islander,Male,11th,El-Salvador,Separated
36,Self-emp-not-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,Some-college,South,Separated
35,Self-emp-inc,Protective-serv,White,Male,12th,United-States,Married-civ-spouse
21,Self-emp-inc,Other-service,Black,Female,Assoc-voc,United-States,Widowed
68,Self-emp-not-inc,Adm-clerical,White,Female,Prof-school,United-States,Married-AF-spouse
61,Self-emp-inc,Exec-managerial,Black,Male,5th-6th,United-States,Widowed
83,Private,Transport-moving,Asian-Pac-Islander,Male,9th,United-States,Married-AF-spouse
34,Local-gov,Priv-house-serv,Black,Female,5th-6th,United-States,Never-married
18,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Female,Doctorate,Cuba,Married-AF-spouse
82,Self-emp-inc,Armed-Forces,Black,Male,Assoc-acdm,United-States,Married-civ-spouse
89,Local-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Bachelors,United-States,Never-married
74,Federal-gov,Exec-managerial,Amer-Indian-Eskimo,Male,Some-college,United-States,Widowed
74,Federal-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,12th,United-States,Divorced
53,Local-gov,Tech-support,White,Female,9th,United-States,Married-AF-spouse
80,Local-gov,Sales,Asian-Pac-Islander,Male,Assoc-voc,United-States,Separated
58,Private,Protective-serv,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-civ-spouse
89,Self-emp-not-inc,Priv-house-serv,Black,Female,Preschool,United-States,Separated
37,Without-pay,Protective-serv,White,Female,Prof-school,Nicaragua,Married-civ-spouse
84,Self-emp-not-inc,Exec-managerial,White,Male,Some-college,United-States,Divorced
79,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,10th,United-States,Widowed
60,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Bachelors,United-States,Widowed
26,State-gov,Sales,White,Female,7th-8th,United-States,Separated
18,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Female,10th,United-States,Separated
60,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,10th,Greece,Divorced
33,Self-emp-not-inc,Transport-moving,Black,Male,7th-8th,United-States,Married-civ-spouse
49,Without-pay,Other-service,Other,Female,12th,United-States,Married-AF-spouse
31,State-gov,Prof-specialty,Other,Female,Doctorate,India,Widowed
50,Local-gov,Transport-moving,Amer-Indian-Eskimo,Male,9th,United-States,Married-spouse-absent
29,Private,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Married-spouse-absent
26,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,Prof-school,United-States,Widowed
31,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,Assoc-voc,United-States,Never-married
50,Private,Armed-Forces,White,Male,Assoc-acdm,United-States,Separated
34,Self-emp-inc,Armed-Forces,Other,Female,Some-college,China,Never-married
56,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Male,12th,United-States,Married-spouse-absent
50,State-gov,Farming-fishing,Other,Male,Prof-school,United-States,Never-married
20,State-gov,Craft-repair,Other,Female,7th-8th,United-States,Widowed
82,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Bachelors,United-States,Divorced
21,Local-gov,Exec-managerial,Black,Male,Some-college,Philippines,Never-married
29,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,HS-grad,United-States,Divorced
84,Without-pay,Transport-moving,Asian-Pac-Islander,Male,Assoc-acdm,United-States,Married-AF-spouse
84,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Doctorate,United-States,Married-civ-spouse
79,Without-pay,Exec-managerial,Asian-Pac-Islander,Female,Assoc-acdm,Cambodia,Widowed
60,Private,Protective-serv,Black,Male,Bachelors,United-States,Widowed
81,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Female,Masters,United-States,Separated
74,State-gov,Handlers-cleaners,Amer-Indian-Eskimo,Female,1st-4th,United-States,Married-spouse-absent
76,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Male,10th,United-States,Married-civ-spouse
68,Local-gov,Craft-repair,Black,Female,Prof-school,United-States,Divorced
35,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,9th,United-States,Divorced
61,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Female,11th,Columbia,Separated
41,Local-gov,Sales,Other,Male,Some-college,United-States,Married-civ-spouse
76,Federal-gov,Handlers-cleaners,Other,Male,12th,United-States,Separated
44,Without-pay,Priv-house-serv,White,Female,Masters,United-States,Married-civ-spouse
28,Without-pay,Farming-fishing,White,Male,Bachelors,United-States,Widowed
80,Local-gov,Exec-managerial,White,Male,HS-grad,United-States,Never-married
45,Local-gov,Transport-moving,Other,Male,Bachelors,United-States,Never-married
87,Self-emp-not-inc,Prof-specialty,Asian-Pac-Islander,Male,11th,Guatemala,Married-civ-spouse
32,State-gov,Craft-repair,Asian-Pac-Islander,Female,HS-grad,Poland,Never-married
47,Self-emp-not-inc,Transport-moving,Asian-Pac-Islander,Male,10th,Outlying-US(Guam-USVI-etc),Never-married
27,Self-emp-inc,Prof-specialty,Amer-Indian-Eskimo,Male,Masters,United-States,Widowed
22,Federal-gov,Craft-repair,Black,Female,10th,United-States,Divorced
36,Federal-gov,Sales,Asian-Pac-Islander,Male,HS-grad,Japan,Never-married
58,Self-emp-inc,Machine-op-inspct,Black,Female,10th,United-States,Married-AF-spouse
60,Without-pay,Armed-Forces,Other,Female,Assoc-acdm,United-States,Married-spouse-absent
71,Without-pay,Transport-moving,White,Female,10th,United-States,Never-married
44,Self-emp-not-inc,Prof-specialty,Other,Female,Doctorate,United-States,Widowed
55,Federal-gov,Handlers-cleaners,White,Female,HS-grad,United-States,Separated
49,Local-gov,Sales,Other,Female,10th,United-States,Married-spouse-absent
58,Self-emp-not-inc,Tech-support,Black,Female,Doctorate,United-States,Married-civ-spouse
43,Self-emp-inc,Protective-serv,White,Male,11th,United-States,Married-spouse-absent
49,Federal-gov,Machine-op-inspct,White,Female,12th,United-States,Divorced
65,State-gov,Protective-serv,Asian-Pac-Islander,Female,Doctorate,United-States,Never-married
62,Private,Armed-Forces,Asian-Pac-Islander,Female,9th,United-States,Married-AF-spouse
67,Self-emp-not-inc,Exec-managerial,White,Female,Assoc-acdm,United-States,Separated
31,Self-emp-inc,Machine-op-inspct,Other,Female,Doctorate,United-States,Married-civ-spouse
75,Local-gov,Sales,Black,Male,10th,Honduras,Never-married
75,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,7th-8th,United-States,Married-spouse-absent
25,Local-gov,Farming-fishing,Asian-Pac-Islander,Female,9th,United-States,Widowed
33,Private,Priv-house-serv,Asian-Pac-Islander,Male,7th-8th,El-Salvador,Married-civ-spouse
84,Self-emp-inc,Priv-house-serv,Black,Female,5th-6th,United-States,Married-civ-spouse
54,Self-emp-inc,Handlers-cleaners,White,Female,1st-4th,Haiti,Married-civ-spouse
43,Self-emp-inc,Exec-managerial,Black,Female,Assoc-acdm,United-States,Never-married
19,State-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Assoc-voc,United-States,Married-AF-spouse
74,Private,Transport-moving,Asian-Pac-Islander,Female,Prof-school,Dominican-Republic,Married-AF-spouse
76,Private,Craft-repair,White,Female,Prof-school,United-States,Divorced
39,Private,Machine-op-inspct,Black,Male,1st-4th,United-States,Never-married
67,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Male,Bachelors,United-States,Divorced
55,Local-gov,Farming-fishing,Asian-Pac-Islander,Male,5th-6th,United-States,Divorced
47,Without-pay,Farming-fishing,Amer-Indian-Eskimo,Male,Some-college,United-States,Widowed
49,Self-emp-inc,Armed-Forces,White,Male,10th,United-States,Widowed
52,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,12th,United-States,Married-AF-spouse
18,Self-emp-inc,Craft-repair,Amer-Indian-Eskimo,Female,Preschool,United-States,Divorced
64,Without-pay,Farming-fishing,Asian-Pac-Islander,Female,Prof-school,United-States,Married-spouse-absent
41,Local-gov,Craft-repair,Asian-Pac-Islander,Female,Doctorate,United-States,Married-AF-spouse
46,Federal-gov,Exec-managerial,White,Male,10th,Mexico,Separated
88,Without-pay,Machine-op-inspct,Black,Female,Assoc-voc,United-States,Divorced
24,Local-gov,Craft-repair,Amer-Indian-Eskimo,Male,12th,United-States,Married-civ-spouse
76,Local-gov,Transport-moving,Amer-Indian-Eskimo,Male,Prof-school,United-States,Never-married
42,Self-emp-inc,Prof-specialty,White,Female,11th,Ireland,Married-spouse-absent
78,Self-emp-not-inc,Other-service,Other,Female,9th,United-States,Married-spouse-absent
90,Without-pay,Machine-op-inspct,Black,Male,Some-college,United-States,Married-civ-spouse
22,Self-emp-not-inc,Transport-moving,White,Male,11th,Outlying-US(Guam-USVI-etc),Married-AF-spouse
88,Self-emp-inc,Adm-clerical,Other,Male,10th,United-States,Married-AF-spouse
82,Without-pay,Prof-specialty,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Divorced
52,Local-gov,Prof-specialty,Other,Female,Preschool,United-States,Married-civ-spouse
60,Self-emp-not-inc,Exec-managerial,White,Male,Some-college,United-States,Divorced
70,Without-pay,Sales,Asian-Pac-Islander,Female,Masters,United-States,Married-spouse-absent
85,Local-gov,Exec-managerial,Other,Male,1st-4th,United-States,Never-married
23,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Male,12th,United-States,Married-civ-spouse
24,Private,Priv-house-serv,Black,Female,HS-grad,United-States,Divorced
86,Local-gov,Machine-op-inspct,Asian-Pac-Islander,Male,12th,United-States,Married-spouse-absent
43,Federal-gov,Prof-specialty,Asian-Pac-Islander,Male,Masters,Portugal,Separated
42,Self-emp-not-inc,Machine-op-inspct,Other,Female,10th,United-States,Separated
90,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,10th,United-States,Married-civ-spouse
23,State-gov,Adm-clerical,Asian-Pac-Islander,Female,HS-grad,United-States,Married-AF-spouse
58,State-gov,Handlers-cleaners,Black,Male,HS-grad,United-States,Married-AF-spouse
39,Federal-gov,Handlers-cleaners,Other,Female,7th-8th,United-States,Married-civ-spouse
58,Private,Other-service,Other,Female,11th,United-States,Married-AF-spouse
69,Self-emp-inc,Exec-managerial,Amer-Indian-Eskimo,Female,11th,United-States,Divorced
73,Private,Other-service,Black,Female,10th,United-States,Married-civ-spouse
68,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Married-AF-spouse
62,Federal-gov,Sales,White,Male,5th-6th,United-States,Married-spouse-absent
23,Self-emp-not-inc,Exec-managerial,White,Female,Bachelors,Laos,Divorced
81,Private,Priv-house-serv,Asian-Pac-Islander,Female,10th,United-States,Married-spouse-absent
55,Self-emp-inc,Tech-support,Black,Male,11th,United-States,Married-spouse-absent
34,Federal-gov,Exec-managerial,Black,Male,11th,United-States,Married-AF-spouse
82,Federal-gov,Machine-op-inspct,Other,Male,Masters,United-States,Never-married
29,Self-emp-inc,Priv-house-serv,Black,Female,Some-college,Scotland,Widowed
75,Without-pay,Handlers-cleaners,Other,Female,Bachelors,United-States,Married-spouse-absent
58,Private,Other-service,White,Female,Preschool,Thailand,Widowed
54,Private,Armed-Forces,Asian-Pac-Islander,Male,Bachelors,United-States,Never-married
50,Private,Protective-serv,Amer-Indian-Eskimo,Female,Prof-school,United-States,Divorced
78,Self-emp-inc,Protective-serv,Amer-Indian-Eskimo,Male,10th,United-States,Never-married
24,Federal-gov,Machine-op-inspct,Black,Male,Assoc-voc,Holand-Netherlands,Married-AF-spouse
62,Private,Tech-support,White,Female,Prof-school,United-States,Married-spouse-absent
30,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,11th,United-States,Married-spouse-absent
55,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Female,5th-6th,United-States,Married-spouse-absent
46,Local-gov,Prof-specialty,Amer-Indian-Eskimo,Male,Prof-school,United-States,Never-married
27,Local-gov,Armed-Forces,Black,Male,12th,United-States,Married-civ-spouse
77,Private,Adm-clerical,Other,Female,Preschool,Philippines,Married-civ-spouse
25,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Female,11th,United-States,Married-spouse-absent
39,Private,Exec-managerial,Asian-Pac-Islander,Female,Bachelors,United-States,Divorced
36,Without-pay,Priv-house-serv,Asian-Pac-Islander,Female,7th-8th,United-States,Never-married
45,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Female,7th-8th,United-States,Widowed
35,Self-emp-not-inc,Armed-Forces,Other,Female,HS-grad,United-States,Widowed
52,Federal-gov,Prof-specialty,Amer-Indian-Eskimo,Male,1st-4th,United-States,Widowed
68,Local-gov,Machine-op-inspct,White,Female,HS-grad,United-States,Separated
18,Self-emp-inc,Exec-managerial,Other,Female,Doctorate,United-States,Divorced
45,Federal-gov,Adm-clerical,Asian-Pac-Islander,Female,5th-6th,United-States,Widowed
84,Self-emp-not-inc,Sales,Asian-Pac-Islander,Male,Masters,United-States,Separated
71,Without-pay,Prof-specialty,Amer-Indian-Eskimo,Male,1st-4th,United-States,Separated
60,Private,Machine-op-inspct,Asian-Pac-Islander,Female,9th,United-States,Divorced
36,Federal-gov,Adm-clerical,Amer-Indian-Eskimo,Female,10th,United-States,Widowed
25,Local-gov,Sales,White,Female,11th,United-States,Married-spouse-absent
69,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Bachelors,United-States,Divorced
29,State-gov,Tech-support,Asian-Pac-Islander,Female,Bachelors,United-States,Separated
72,Without-pay,Other-service,Amer-Indian-Eskimo,Male,HS-grad,United-States,Married-AF-spouse
63,Without-pay,Other-service,Asian-Pac-Islander,Female,Prof-school,United-States,Married-civ-spouse
62,Self-emp-not-inc,Tech-support,Asian-Pac-Islander,Male,12th,United-States,Married-civ-spouse
48,Local-gov,Machine-op-inspct,Black,Male,Assoc-acdm,United-States,Widowed
81,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Female,5th-6th,United-States,Married-spouse-absent
56,State-gov,Exec-managerial,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-spouse-absent
66,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Male,12th,United-States,Widowed
51,Private,Prof-specialty,Black,Female,Prof-school,United-States,Married-civ-spouse
42,Local-gov,Other-service,Black,Male,11th,United-States,Married-spouse-absent
66,Local-gov,Farming-fishing,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-spouse-absent
25,State-gov,Tech-support,Amer-Indian-Eskimo,Male,Doctorate,United-States,Widowed
37,Federal-gov,Transport-moving,Asian-Pac-Islander,Male,9th,United-States,Divorced
65,Local-gov,Machine-op-inspct,Amer-Indian-Eskimo,Male,Prof-school,United-States,Divorced
59,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,HS-grad,United-States,Married-civ-spouse
58,State-gov,Prof-specialty,Other,Male,Some-college,United-States,Widowed
60,State-gov,Priv-house-serv,Black,Male,11th,Cambodia,Never-married
89,Without-pay,Tech-support,Amer-Indian-Eskimo,Female,1st-4th,Vietnam,Married-AF-spouse
50,State-gov,Sales,Black,Female,Masters,United-States,Separated
80,Self-emp-not-inc,Armed-Forces,White,Male,Bachelors,United-States,Married-civ-spouse
41,Without-pay,Transport-moving,Asian-Pac-Islander,Male,5th-6th,United-States,Never-married
38,State-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Some-college,United-States,Married-spouse-absent
67,Federal-gov,Adm-clerical,Black,Male,HS-grad,United-States,Separated
79,Self-emp-not-inc,Farming-fishing,Black,Male,Preschool,United-States,Divorced
90,Private,Protective-serv,Other,Female,Assoc-voc,United-States,Married-civ-spouse
76,Self-emp-inc,Sales,Amer-Indian-Eskimo,Male,Prof-school,United-States,Never-married
42,Private,Handlers-cleaners,Amer-Indian-Eskimo,Female,Preschool,United-States,Divorced
86,Self-emp-inc,Tech-support,White,Male,HS-grad,United-States,Widowed
82,Private,Priv-house-serv,Other,Female,Masters,United-States,Married-spouse-absent
33,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Male,Prof-school,United-States,Separated
36,Self-emp-not-inc,Sales,Other,Female,5th-6th,United-States,Never-married
79,Private,Craft-repair,Other,Male,Preschool,Honduras,Separated
31,Self-emp-not-inc,Protective-serv,Black,Female,9th,United-States,Widowed
67,Local-gov,Farming-fishing,Other,Female,Prof-school,United-States,Married-AF-spouse
17,Private,Handlers-cleaners,Asian-Pac-Islander,Male,Assoc-voc,United-States,Divorced
90,State-gov,Armed-Forces,Other,Male,11th,United-States,Never-married
88,Private,Tech-support,Other,Female,12th,United-States,Married-AF-spouse
83,State-gov,Transport-moving,Amer-Indian-Eskimo,Male,Prof-school,Holand-Netherlands,Married-AF-spouse
28,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Male,Doctorate,Hungary,Married-spouse-absent
56,Self-emp-not-inc,Adm-clerical,Asian-Pac-Islander,Male,7th-8th,United-States,Married-AF-spouse
43,Without-pay,Handlers-cleaners,White,Female,HS-grad,United-States,Married-civ-spouse
82,State-gov,Armed-Forces,Asian-Pac-Islander,Female,Doctorate,United-States,Never-married
89,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Some-college,United-States,Separated
68,Local-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Married-AF-spouse
79,Local-gov,Armed-Forces,White,Male,11th,United-States,Separated
40,Private,Adm-clerical,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Divorced
58,State-gov,Farming-fishing,Amer-Indian-Eskimo,Male,10th,United-States,Divorced
33,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-AF-spouse
